id,semantic tag,etymon id,language,part of speech,word (source spelling),word (practical orthography),word (ipa),english definition,spanish definition,source,page number,full original entry,alternate forms,other,editors
CHTMISC513,SO_CM,,Ch'olti',noun,etoc,etok,,companion,compañero,CCM,96,compañero; etoc; pial,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC514,SO_CM,,Ch'olti',noun,pial,pial,,companion,compañero,CCM,96,compañero; etoc; pial,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC515,MK_ML,,Ch'olti',noun,hatzil,hatzil,,mother-in-law,consuegra,CCM,96,consuegra; hatzil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC516,AV_PN,,Ch'olti',noun,£oo buhtz,coo buhtz,,sprout,cohollo,CCM,97,cohollo; £oo buhtz; nuc xaahc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC517,AV_PN,,Ch'olti',noun,nuc xaahc,nuk xaahk,,sprout,cohollo,CCM,97,cohollo; £oo buhtz; nuc xaahc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC518,PW_ST,,Ch'olti',noun,halal ec,halal ek,,comet,cometa,CCM,97,cometa; halal ec,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC519,PA_MA,,Ch'olti',transitive verb,hoco,hoko,,to take liquid,coher; coger; cosa liquida,CCM,97,coher; coger; hoco; cosa liquida,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC520,PA_TO,,Ch'olti',noun,pul,pul,,container (for liquid),cantaro,CCM,97,cantaro; pul; puul; cat; pocot,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC521,PA_TO,,Ch'olti',noun,puul,puul,,container (for liquid),cantaro,CCM,97,cantaro; pul; puul; cat; pocot,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC522,PA_TO,,Ch'olti',noun,cat,kat,,container (for liquid),cantaro,CCM,97,cantaro; pul; puul; cat; pocot,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC523,PA_TO,,Ch'olti',noun,pocot,pokot,,container (for liquid),cantaro,CCM,97,cantaro; pul; puul; cat; pocot,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC524,MO_BT,,Ch'olti',noun,hucub,hukub',,canoe,canoa,CCM,97,canoa; hucub,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN5112,AV_PN,KAUETYMON2298,Ch'olti',noun,iz,is,,sweet potato,camote,CCM,97,camote; iz,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC525,PA_RC,,Ch'olti',noun,matzcab,matzkab',,rattle,cascabel,CCM,97,cascabel; matzcab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC526,CA_CC,,Ch'olti',noun,met tix,met t'ix,,crown,corona,CCM,97,corona; met;. corona despinas; met; tix; petib tix,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC527,CA_CC,,Ch'olti',noun,petib tix,petib t'ix,,crown,corona de espinas,CCM,97,corona; met;. corona despinas; met; tix; petib tix,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC528,PA_MA,,Ch'olti',transitive verb,molo,molo,,to gather together,congregar,CCM,97,congrejar; molo; motzo de molzael neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC529,PA_MA,,Ch'olti',transitive verb,motzo,motzo,,to gather together,congregar,CCM,97,congrejar; molo; motzo de molzael neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC530,PA_MA,,Ch'olti',transitive verb,molzael,molzael,,to gather together,congregar,CCM,97,congrejar; molo; motzo de molzael neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN477,MK_SW,KAUETYMON141,Ch'olti',noun,mu,mu,,"man's sister-in-law, woman's brother-in-law","cuñada de hombre, cuñado de mujer",CCM,97,"cuñada (K: cuñada de hombre, cuñado de mujer); mu",,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC531,MK_BL,,Ch'olti',noun,han,hanl,,brother-in-law,cuñado,CCM,97,cuñado; han; achalcan,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC532,MK_BL,,Ch'olti',noun,achalcan,achalkan,,brother-in-law,cuñado,CCM,97,cuñado; han; achalcan,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV1061,PT_BU,KAUETYMON1521,Ch'olti',transitive verb,mana,mana,,buy,comprar,CCM,97,comprar; mana,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV1867,FD_EA,KAUETYMON2462,Ch'olti',transitive verb,maca,maka,,eat/chew fruits/candy,comer/mascar frutas/dulces,CCM,97,comer fruta; maca; dulse i toda cosa q~ se masca,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC533,PA_DI,,Ch'olti',transitive verb,panni,panni,,to dig; to hoe,escarbar,CCM,97,cabar; panni,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC534,PA_MA,,Ch'olti',transitive verb,picche,pikche,,to contribute,contribuir,CCM,97,contribuir; picche,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC535,SO_PP,,Ch'olti',noun,popol aic,popol aik,,community property,cosa de comunidad,CCM,97,cosa de comunidad; popol aic,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC536,CA_CD,,Ch'olti',transitive verb,paca,paka,,to handle clothes; to fold,coger ropa; doblar; todo genero de ropa,CCM,97,coger ropa; paca; doblar tambien; todo genero de ropa,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC537,SP_HW,,Ch'olti',noun,paah,paah,,hot (picante),cosa que quema la boca como chile o pimienta,CCM,97,cosa q~ quema la boca; paah; como chile o pimienta,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC538,PA_CU,,Ch'olti',transitive verb,peçe,pese,,to cut hair,cortar cabello,CCM,97,cortar cabello; peçe,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC539,PA_CU,,Ch'olti',transitive verb,petete,petete,,to cut in circular manner,cortar redondeado,CCM,97,cortar redondeando; petete,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC540,CA_FR,,Ch'olti',noun,pehtib tix,pehtib t'ix,,crown of thorns,corona de espinas,CCM,97,corona de espinas; pehtib tix,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC541,PA_MA,,Ch'olti',adjective,polem,polem,,disintegrated,cosa destruida,CCM,97,cosa destruida; polem; desierto; casa dejada; polem otot,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC542,DF_HS,,Ch'olti',adjective,polem otot,polem otot,,desserted; empty house,desierto; casa dejada,CCM,97,cosa destruida; polem; desierto; casa dejada; polem otot,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC543,MT_TO,,Ch'olti',transitive verb,Pumu,pumu,,to dwell on (mentally),considerar,CCM,97,considerar; Pumu; tumu idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC544,MT_TO,,Ch'olti',transitive verb,tumu,tumu,,to dwell on (mentally),considerar,CCM,97,considerar; Pumu; tumu idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC545,BP_CK,,Ch'olti',noun,puc,puk,,cheek,carrillo,CCM,97,carrillo; puc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC546,BP_BA,,Ch'olti',noun,puz,pus,,hump,corcova,CCM,97,corcoba; puz,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN5882,BP_BA,KAUETYMON2950,Ch'olti',adjective,puzpat,puspat,,hunchback,jorobado,CCM,97,corcobado; puzpat; xucul tinil l. chinil; uiila u ut lum ?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC547,BP_BA,,Ch'olti',adjective,xucul tinil ,xukul tinil,,humpbacked,corcovado,CCM,97,corcobado; puzpat; xucul tinil l. chinil; uiila u ut lum ?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC548,BP_BA,,Ch'olti',adjective,chinil,chinil,,humpbacked,corcovado,CCM,97,corcobado; puzpat; xucul tinil l. chinil; uiila u ut lum ?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC549,BP_BA,,Ch'olti',adjective,uiila u ut lum ?,uyila uwut lum?,,humpbacked,corcovado,CCM,97,corcobado; puzpat; xucul tinil l. chinil; uiila u ut lum ?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC550,AV_CH,,Ch'olti',transitive verb,quehque,kehke,,to prune,cortar ramas; como podar,CCM,97,cortar ramas; quehque; como podar,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC551,SP_HW,,Ch'olti',transitive verb,quinquinlez,k'ink'inles,,to heat,calentar,CCM,97,calentar; quinquinlez; ticaulez idem; quinpael; neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC552,SP_HW,,Ch'olti',transitive verb,ticaulez,tikawles,,to heat,calentar,CCM,97,calentar; quinquinlez; ticaulez idem; quinpael; neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC553,SP_HW,,Ch'olti',transitive verb,quinpael,k'inpael,,to heat,calentar,CCM,97,calentar; quinquinlez; ticaulez idem; quinpael; neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC554,FD_CL,,Ch'olti',noun,quib,kib',,candle,"candela; candela de cera, llama",CCM,97,candela; idem; candela de cera; candela quib;llama; vchacan cac,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC555,FD_CL,,Ch'olti',noun,vchacan cac,uchakan k'ak',,candle,"candela; candela de cera, llama",CCM,97,candela; idem; candela de cera; candela quib;llama; vchacan cac,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC556,AV_PN,,Ch'olti',noun,tani,tani,,cane,caña,CCM,97,caña; tani,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC557,AV_PN,,Ch'olti',noun,to,to,,sugarcane,caña dulce,CCM,97,caña dulse; to,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC558,PA_KF,,Ch'olti',noun,boox,boox,,knife,cuchillo,CCM,97,cuchillo; boox; taquin; tambien fierro metal,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC559,PA_KF,,Ch'olti',noun,taquin,tak'in,,knife,fierro metal,CCM,97,cuchillo; boox; taquin; tambien fierro metal,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN2174,PA_MA,KAUETYMON926,Ch'olti',noun,tanchi,tanchi,,ash,ceniza,CCM,97,cal; tanchi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC560,SR_PL,,Ch'olti',preposition,tintze,tintze,,with me,conmigo,CCM,97,conmigo; tintze; con aquel; tutze l. ta£a,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC561,SR_PL,,Ch'olti',preposition,tutze,tutze,,with them,con aquel,CCM,97,conmigo; tintze; con aquel; tutze l. ta£a,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC562,SR_PL,,Ch'olti',preposition,ta£a,taka,,with them,con aquel,CCM,97,conmigo; tintze; con aquel; tutze l. ta£a,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC2263,AN_AN,,Ch'olti',noun,tuhul,t'uhul ,,rabbit,conejo,CCM,97,"conejo; tuhul, tuul",,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC2264,AN_AN,,Ch'olti',noun,tuul,t'uul,,rabbit,conejo,CCM,97,"conejo; tuhul, tuul",,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC563,AN_BI,,Ch'olti',noun,tut,tut,,quail,codorniz,CCM,97,codornis; tut,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC564,AV_PN,,Ch'olti',noun,vaalcab,waalkab',,large cacao,cacao grande; otro genero de cacao que usan,CCM,97,cacao grande; vaalcab ; otro genero de cacao que usan,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC565,MO_JL,,Ch'olti',noun,tihp,tihp,,to jump; to caper,cabriola; saltar,CCM,97,cabriola; saltar; tihp,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC566,BP_FT,,Ch'olti',noun,tum oc,tum ok,,heel; instep,calcañal; empeine,CCM,98,carcanal; tum oc; enpeine tambien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV1813,FD_EA,KAUETYMON2438,Ch'olti',noun,veel,we'el,,eat,comer,CCM,98,comida; vianda; veel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC567,AN_AN,,Ch'olti',noun,xex,xex,,shrimp,camarones,CCM,98,camarones; xex,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC568,BP_HO,,Ch'olti',noun,xucab,xukab,,horn,cuerno; cacho,CCM,98,cuerno; cacho; xucab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC569,MO_RW,,Ch'olti',noun,xoto,xoto,,to paddle,"cortar al agua; el agua la canoa, o el remo, nadar",CCM,98,cortar al agua; xoto; el agua la canoa; o el remo; nadar,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC570,MO_SW,,Ch'olti',noun,xoto,xoto,,to paddle; to ford,"cortar al agua; el agua la canoa, o el remo, nadar",CCM,98,cortar el agua; xoto; todo lo ariba dicho; badear ta~bien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC571,PA_MA,,Ch'olti',noun,tzactzuman,tzaktzuman,,withered,cosa marchita,CCM,98,cosa marchita; tzactzuman; tzactzumaei ne’’,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC572,PA_MA,,Ch'olti',noun,tzactzumaei ne’’,tzaktzumaei ne,,withered,cosa marchita,CCM,98,cosa marchita; tzactzuman; tzactzumaei ne’’,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC573,BP_LE,,Ch'olti',adjective,huc,huk,,lame,cojo,CCM,98,cojo; huc; tzayai uy oc; idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC574,BP_LE,,Ch'olti',adjective,tzayai uy oc,tzayay uyok,,lame,cojo,CCM,98,cojo; huc; tzayai uy oc; idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC575,BP_FA,,Ch'olti',noun,ut,ut,,face,cara,CCM,98,cara; ut,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC576,EM_DE,,Ch'olti',transitive verb,yata,yata,,to covet,codiciar,CCM,98,codisiar; yata; yahbe,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC577,EM_DE,,Ch'olti',transitive verb,yahbe,yahb'e,,to covet,codiciar,CCM,98,codisiar; yata; yahbe,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC578,AV_TR,,Ch'olti',noun,yu,yu,,palm (tree; coyol),coyol; el árbol; la fruta mapa,CCM,98,coyol; el arbol; yu; la fruta map?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN4966,AV_PN,KAUETYMON2262,Ch'olti',noun,map,map,,acrocomia aculeata is a species of palm native to the neotropics palm,(palma de) coyol,CCM,98,coyol; el arbol; yu; la fruta map?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC579,SR_SS,,Ch'olti',adjective,chacta,chakta,,short,"corto; miserable, escaso",CCM,98,corto; chacta; miserable; escaso,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC580,MK_MW,,Ch'olti',noun,nupleznahel,nuplesnahel,,wedding,casamiento,CCM,98,casamiento; nupleznahel; vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC581,MK_MW,,Ch'olti',adjective,nuplesbil,nuplesb'il,,married,casado,CCM,98,casado; nuplesbil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC582,SO_PP,,Ch'olti',noun,popol aic,popol aik,,community property,cosa de comunidad,CCM,98,cosa de comunidad; popol aic,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC583,SR_PL,,Ch'olti',preposition,tutze,tutze,,with,con,CCM,98,con; tutze; taca; tupat idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
