ID,meaning,semantic tag,Etymon ID,Etymon,pS root,Part of Speech,language,script,transliteration,Sem normalization,IPA singular,gender,f markedness,pS pattern,Sem normalization pl,IPA plural,pS plural pattern,PS plural suffix,deptotic,"Tag (popularity) insert word. rate, archaic, wanderwort, borrowed. ambiguous. no derivation [for primary nouns] primary nouns [divide with commas], deptotic",Donor language (in cases of borrowing),Donor word (in the original language),data source,Notes
N248,dog,AN_DO,ETYMON103,,,noun,Hebrew,כלב,klb,keleb,keleb,M,FALSE,*qatl,kĕlābîm,kəla:bi:m,*qatal,*u:,,,,,,
N249,dog,AN_DO,ETYMON103,,,noun,Arabic,كلب,klb,kalb,kalb,M,FALSE,*qatl,kilāb,kila:b,*qita:l,,,,,,,
ETYMON103,,AN_DO,,kalb,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
A59,sweet,SP_ST,ETYMON104,,,Adjective,Akkadian,,,ṭābum,t'a:bum,,,,,,,,,,,,,
A60,sweet,SP_ST,ETYMON105,,,Adjective,Akkadian,,,matqum,matk'um,,,,,,,,,,,,,
A61,sweet,SP_ST,ETYMON106,,,Adjective,Syriac,ܒܣܝܡ,bsym,bassim,bassim,,,,,,,,,,,,,
A62,sweet,SP_ST,ETYMON105,,,Adjective,Ethiopic,ምጡቅ,məṭuqə,məṭuq,mɨt'uk',,,,,,,,,,,,,
A63,sweet,SP_ST,ETYMON105,,,Adjective,Hebrew,מתוק,mtwq,mātôq,ma:to:k',,,*qatul,,,,,,,,,,
A64,sweet,SP_ST,,,,Adjective,Arabic,حلو,ḥlw,ḥulw,ħulw,,,,,,,,,,,,,
ETYMON104,,SP_ST,,ṭa:b,,adjective,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON105,,SP_ST,,mat'uk',,adjective,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON106,,SP_ST,,bassim,,adjective,Proto-Semitic,,,,,,,,,,,,,,,,,
N250,rope,PA_RC,ETYMON107,,,noun,Akkadian,,,eblum,eblum,,,,,,,,,,,,,
N251,rope,PA_RC,ETYMON107,,,noun,Syriac,ܚܒܠ,ḥbl,ḥbel,ħbel,M,FALSE,*qatl,ḥablē,ħable:,same,*u:,,,,,,
N252,rope,PA_RC,ETYMON107,,,noun,Ethiopic,ሐብል,ḥabələ,ḥabl,ħabl,,FALSE,*qatl,"ʼaḥbāl, ʼaḥbālāt","ʔaħba:l, ʔaħba:la:t",ʔaqta:l,a:t,,,,,,
N253,rope,PA_RC,ETYMON107,,,noun,Hebrew,חבל,ḥbl,ḥebel,ħebel,M,FALSE,*qatl,ḥăbālîm,ħaba:li:m,*qatal,*u:,,,,,,
N254,rope,PA_RC,ETYMON107,,,noun,Arabic,حبل,ḥabl,ḥabl,ħabl,M,FALSE,*qatl,"ḥibāl, ʼaḥbul, ḥubūl, ʼaḥbāl","ħiba:l, ʔaħbul, ħubu:l, ʔaħba:l","qita:l, ʔaqtul, qutu:l, ʔaqta:l",,,,,,,
ETYMON107,,PA_RC,,ħabl-,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
N255,shade/shadow,PW_SD,,,,noun,Akkadian,,,,,,,,,,,,,,,,,
N256,shade/shadow,PW_SD,ETYMON108,,,noun,Syriac,ܛܠܠ,ṭll,ṭellāl,t'ella:l,M,FALSE,*qitta:l,ṭellālē,t'ella:le:,same,*u:,,,,,,
N257,shade/shadow,PW_SD,ETYMON108,,,noun,Ethiopic,ጽላሎት,ṣəlālotə,ṣəlālot,s'ɨla:lot,,TRUE,,,,,,,,,,,
N258,shade/shadow,PW_SD,ETYMON109,,,noun,Hebrew,צל,ṣl,ṣēl,s'e:l,M,FALSE,*qitl,ṣĕlālîm,s'əla:li:m,*qatal,*u:,,,,,,
N259,shade/shadow,PW_SD,ETYMON109,,,noun,Arabic,ظل,ẓl,ẓill,ðˤill,M,FALSE,*qitl,"ẓilāl, ẓulūl, ʼaẓlāl","ðˤila:l, ðˤulu:l, ʔaðˤla:l","qita:l, qutu:l, ʔaqta:l",,,,,,,
ETYMON108,,PW_SD,,θ’illal-,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON109,,PW_SD,,θ’ill-,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
N260,bird,AN_BI,ETYMON110,,,noun,Akkadian,,,iṣṣurum,is's'urum,,,,,,,,,,,,,
N261,bird,AN_BI,ETYMON111,,,noun,Syriac,ܦܪܚܐ,prḥʼ,pārḥā,pa:rħa:,F,TRUE,*qa:tal,pārḥātā,pa:rħa:ta:,same,*a:t,,,,,,
N262,bird,AN_BI,ETYMON112,,,noun,Ethiopic,ዖፍ,ˤofə,ˤof,ʕof,,FALSE,,ʼaˤwāf,ʔaʕwa:f,ʔaqta:l,,,,,,,
N263,bird,AN_BI,ETYMON113,,,noun,Hebrew,צפור,ṣpwr,ṣippôr,s'ippo:r,ֺBOTH,FALSE,*quttul?>qittul,ṣipporîm,s'ippori:m,same,*u:,,,,,,
N264,bird,AN_BI,,,,noun,Arabic,,,,,,,,,,,,,,,,,
ETYMON110,,AN_BI,,ʕits’ts’u:r-,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON111,,AN_BI,,pa:raħ,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON112,,AN_BI,,ʕawp,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON113,,AN_BI,,ts’ippur,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
N265,salt,FD_SL,,,,noun,Akkadian,,,,,,,,,,,,,,,,,
N266,salt,FD_SL,ETYMON114,,,noun,Syriac,ܡܠܚ,mlḥ,mlaḥ,mlaħ,F,FALSE,*qatl,melḥē,melħe:,,*u:,,,,,,
N267,salt,FD_SL,ETYMON114,,,noun,Ethiopic,መልሕ,maləḥə,malḥ,malħ,,FALSE,,,,,,,,,,,
N268,salt,FD_SL,ETYMON115,,,noun,Ethiopic,ምልሕ,mələḥə,məlḥ,mɨlħ,,FALSE,,,,,,,,,,,
N269,salt,FD_SL,ETYMON115,,,noun,Hebrew,מלח,mlḥ,melaḥ,melaħ,MF,FALSE,*qitl,NA,NA,NA,NA,,,,,,
N270,salt,FD_SL,ETYMON115,,,noun,Arabic,ملح,mlḥ,milḥ,milħ,MF,FALSE,,"milāḥ, ʼamlāḥ","mila:ħ, ʔamla:ħ","qita:l, ʔaqta:l",,,,,,,
ETYMON114,,FD_SL,,malħ,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON115,,FD_SL,,milħ,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
A65,small,SR_SM,ETYMON116,,,Adjective,Akkadian,,,ṣeẖrum,s'exrum,,,,,,,,,,,,,
A66,small,SR_SM,ETYMON117,,,Adjective,Syriac,ܙܥܘܪ,zˤwr,zˤor,zʕor,,,,,,,,,,,,,
A67,small,SR_SM,,,,Adjective,Ethiopic,ንኡስ,nəʼusə,nəʼus,nɨʔus,,,,,,,,,,,,,
A68,small,SR_SM,ETYMON116,,,Adjective,Hebrew,צעיר,ṣʕyr,ṣāˤîr,s'a:ʕi:r,,,*qatīl,,,,,,,,,,
A69,small,SR_SM,ETYMON118,,,Adjective,Hebrew,קטן,qṭn,qāṭān,k'a:t'a:n,,,*qatal,,,,,,,,,,
A70,small,SR_SM,ETYMON116,,,Adjective,Arabic,صغير,ṣġyr,ṣaġīr,sˤaɣi:r,,,,,,,,,,,,,
ETYMON116,,SR_SM,,ts’aɣir-,,adjective,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON117,,SR_SM,,ts’aɣur-,,adjective,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON118,,SR_SM,,k'at'an-,,adjective,Proto-Semitic,,,,,,,,,,,,,,,,,
A71,wide,SR_WB,ETYMON119,,,Adjective,Akkadian,,,rapšum,rapʃum,,,,,,,,,,,,,
A72,wide,SR_WB,ETYMON120,,,Adjective,Syriac,,,rwiḥ,,,,,,,,,,,,,,
A73,wide,SR_WB,ETYMON121,,,Adjective,Ethiopic,ርሑብ,rəḥubə,rəḥub ,rɨħub,,,,,,,,,,,,,
A74,wide,SR_WB,ETYMON121,,,Adjective,Hebrew,רחב,rḥb,rāḥāb,ra:ħa:b,,,*qatal,,,,,,,,,,
A75,wide,SR_WB,,,,Adjective,Arabic,عريض,ˤryḍ,ˤarīḍ,ʕari:dˤ,,,,,,,,,,,,,
ETYMON119,,SR_WB,,rapas-,,Adjective,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON120,,SR_WB,,rawiħ,,Adjective,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON121,,SR_WB,,raħub,,Adjective,Proto-Semitic,,,,,,,,,,,,,,,,,
N271,star,PW_ST,ETYMON122,,,noun,Akkadian,,,kakkabum,,,,,,,,,,,,,,
N272,star,PW_ST,ETYMON122,,,noun,Syriac,ܟܘܟܒ,kwkb,kawkab,kawkab,M,FALSE,*qatl1al2,kawkbē,kawkbe:,,*u:,,,,,,
N273,star,PW_ST,ETYMON122,,,noun,Ethiopic,ኮከብ,kokabə,kokab,kokab,,FALSE,*qatl1al2,kawākəbt,kawa:kɨbt,*qata:l1il2t,,,,,,,
N274,star,PW_ST,ETYMON122,,,noun,Hebrew,כוכב,kwkb,kôkāb,ko:ka:b,M,FALSE,*qātal (see note),kôkābîm,ko:ka:bi:m,same,*u:,,,,,,redup birad- kabkab>kawkab>kôkāb
N275,star,PW_ST,ETYMON122,,,noun,Arabic,كوكب,kwkb,kawkab,kawkab,M,FALSE,*qatl1al2,kawākib,kawa:kib,*qata:l1il2,,,,,,,
N276,star,PW_ST,,,,noun,Arabic,نجم,nǧm,naǧm,nad͡ʒm,M,FALSE,*qatl,"nuǧūm, ʼanǧum","nud͡ʒu:m, ʔand͡ʒum","*qutu:l, ʔaqtul",,,,,,,
ETYMON122,,PW_ST,,kabkab,,noun,Proto-Semitic,,,,,,,,,,,,,,,,,
PP1,in,,ETYMON124,,,preposition,Akkadian,,,ina,,,,,,,,,,,,,,
PP2,in,,ETYMON123,,,preposition,Syriac,ܒ,b,b,b,,,,,,,,,,,,,
PP3,in,,ETYMON123,,,preposition,Ethiopic,በ,ba,ba,ba,,,,,,,,,,,,,
PP4,in,,ETYMON123,,,preposition,Hebrew,ב,b,bə,bə,,,,,,,,,,,,,
PP5,in,,ETYMON123,,,preposition,Arabic,ب,b,bi,bi,,,,,,,,,,,,,
ETYMON123,,,ETYMON123,,,preposition,Proto-Semitic,,,,,,,,,,,,,,,,,
ETYMON124,,,,ʔin,,preposition,Proto-Semitic,,,,,,,,,,,,,,,,,
A76,hard,SP_HA,,danin,,Adjective,Akkadian,,dannum,dannum,,,,,,,,,,,,,,
A77,hard,SP_HA,,,,Adjective,Syriac,ܥܫܝܢ,ˤšyn,ˤaššin,ʕaʃʃin,,,,,,,,,,,,,
A78,hard,SP_HA,,k'asaj,,Adjective,Syriac,ܩܫܐ,qšʼ,qšē,qʃe:,,,,,,,,,,,,,
A79,hard,SP_HA,,,,Adjective,Ethiopic,,,,,,,,,,,,,,,,,
A80,hard,SP_HA,,k'asaj,,Adjective,Hebrew,קשה,qšh,qāšê,k'a:ʃe:,,,*qatil,,,,,,,,,,
A81,hard,SP_HA,,,,Adjective,Arabic,صلب,ṣlb,ṣulb,sˤulb,,,,,,,,,,,,,
A82,hard,SP_HA,,,,Adjective,Arabic,صليب,ṣlyb,ṣalīb,sˤali:b,,,,,,,,,,,,,
